recipient_city,year,agreement_value
Guelph,2007,571960
Guelph,2008,265749
Guelph,2009,636902
Guelph,2010,1139141
Guelph,2011,295955
Guelph,2012,955700
Guelph,2013,1049408
Guelph,2014,1156209
Guelph,2015,833352
Guelph,2016,3790671
Guelph,2018,1131356
Guelph,2019,3207729
"Guelph, Ontario",2017,332509
Gulf Shore,2019,3483
Gull Lake,2018,7893
Gull Lake,2019,4204
Gunn,2007,25592
Gunton,2018,1340
Guyenne,2007,39826
Guysborough,2007,82800
Guysborough,2012,150483
Guysborough,2018,24304
Guysborough,2019,50920
Guysborough ,2018,3436
Guérin,2018,3294
Guérin,2019,7968
HALIFAX,2018,8590
HAY RIVER,2019,6431
HAZELTON,2019,3878
HEADINGLEY,2019,25000
HIGH LEVEL,2019,9556
HIGH PRAIRIE,2019,9556
HIGH RIVER,2019,38218
HUDSON,2018,8234
HUDSON BAY,2019,4646
Hadashville,2019,24994
Hafford,2018,19183
Hafford,2019,23856
Hagensborg,2019,15161
Hagersville,2018,26805
Hague,2019,11879
Haileybury,2007,80920
Haileybury,2008,36700
Haileybury,2015,50000
Haileybury,2016,28242
Haileybury,2018,66161
"Haileybury, Ontario",2017,82244
Haines Junction,2018,2420
Haines Junction,2019,61620
"Haines Junction, Yukon",2017,7532931
Halbrite,2018,1316
Halbrite,2019,15484
Halfmoon Bay,2018,1520
Halfmoon Bay,2019,1941
Haliburton,2008,42000
Haliburton,2011,139849
Haliburton,2018,99546
Haliburton,2019,50690
"Haliburton, Ontario",2017,29680
Halifax,2006,3844906
Halifax,2007,12949838
Halifax,2008,4744557
Halifax,2009,3797462
Halifax,2010,5211374
Halifax,2011,5092687
Halifax,2012,6249448
Halifax,2013,5258152
Halifax,2014,17834853
Halifax,2015,2434322
Halifax,2016,2972387
Halifax,2018,6516636
Halifax,2019,26410329
"Halifax, Nova Scotia|Halifax, Nouvelle-Écosse",2017,2978595
"Halifax, Nova Scotia|Halifax, Nouvelle-Écosse",2018,34212
Halkirk,2019,2100
Halton Hills,2015,28600
Halton Hills,2018,40455
Halton Hills,2019,22700
Ham-Nord,2018,12196
Ham-Nord,2019,54048
Ham-Sud,2009,31872
Ham-Sud,2018,9315
Ham-Sud,2019,19636
Hamilton,2006,2570677
Hamilton,2007,5519216
Hamilton,2008,2361089
Hamilton,2009,3063808
Hamilton,2010,4847271
Hamilton,2011,16095857
Hamilton,2012,2576071
Hamilton,2013,2566349
Hamilton,2014,25153338
Hamilton,2015,1479863
Hamilton,2016,4696090
Hamilton,2017,50000
Hamilton,2018,7737676
Hamilton,2019,67826840
"Hamilton, Ontario",2016,379424
"Hamilton, Ontario",2017,4285968
"Hamilton, Ontario",2018,226390
Hamiota,2018,4016
Hamiota,2019,26361
Hamlet of Chesterfield Inlet,2018,4095
Hamlet of Pangnirtung,2018,17940
Hammonds Plains,2018,38988
Hammonds Plains,2019,53206
Hampden,2018,13434
Hampden,2019,24061
Hampstead,2018,15383
Hampstead,2019,39696
Hampton,2018,98480
Hampton,2019,304089
Hanceville,2016,37515
Hanceville,2018,31056
Hanceville,2019,38363
Hanley,2018,1316
Hanley,2019,12669
Hanmer,2018,7375
Hanna,2006,34410
Hanna,2012,90473
Hanna,2018,36349
Hanna,2019,43622
Hannon,2018,16800
Hannon,2019,102482
"Hannon, Ontario",2017,50000
"Hannon, Ontario",2018,144939
Hanover,2018,71305
Hanover,2019,29318
Hant's Harbour,2019,27495
Hants Harbour,2018,17916
Hants Harbour,2019,17733
Hantsport,2018,22731
Hantsport,2019,33980
Hanwell,2018,12018
Hanwell,2019,23488
Happy Valley - Goose Bay,2007,72000
Happy Valley - Goose Bay,2013,6575397
Happy Valley Goose Bay,2009,14999949
Happy Valley Goose Bay,2010,65500
Happy Valley Goose Bay,2013,80890
Happy Valley-Goose Bay,2007,251315
Happy Valley-Goose Bay,2008,64934
Happy Valley-Goose Bay,2009,170000
Happy Valley-Goose Bay,2010,11943897
Happy Valley-Goose Bay,2011,51662
Happy Valley-Goose Bay,2012,95216
Happy Valley-Goose Bay,2013,70000
Happy Valley-Goose Bay,2018,66261
Happy Valley-Goose Bay,2019,677436
"Happy Valley-Goose Bay, Newfoundland and Labrador|Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",2017,9605809
Harbour Breton,2010,79804
Harbour Breton,2011,89261
Harbour Breton,2013,93608
Harbour Breton,2018,62169
Harbour Breton,2019,67559
Harbour Grace,2006,49228
Harbour Grace,2007,30381
Harbour Grace,2018,91575
Harbour Grace,2019,111930
Harbour Grace South,2018,2986
Harbour Main,2018,26850
Harbour Main,2019,23182
Harbour Round,2018,2238
Harbour Round,2019,2291
Harbourville,2018,6812
Harbourville,2019,30277
Harcourt,2018,2503
Harcourt,2019,25000
Hardisty,2018,6528
Hardwicke,2019,11366
Hare Bay,2018,21903
Hare Bay,2019,23230
Harrietsfield,2018,5890
Harrietsfield,2019,6190
Harrigan Cove,2018,1540
Harrington,2018,12555
Harrington,2019,93832
Harrington Harbour,2018,13999
Harrington Harbour,2019,29594
Harrison Hot Springs,2018,6900
Harrison Hot Springs,2019,4411
Harrison Mills,2018,21252
Harrison Mills,2019,22055
Harrow,2016,49220
Harrow,2018,34156
Harrow,2019,0
"Harrow, Ontario",2018,36206
Harrowsmith,2018,11391
Hartford,2018,1577
Hartin Settlement,2018,5818
Hartin Settlement,2019,5949
Hartland,2018,24563
Hartland,2019,59819
Hartley Bay,2013,37350
Hartley Bay,2019,18233
Hartney,2013,50000
Hartney,2018,18117
Hartney,2019,33209
Harvey,2018,4955
Harvey,2019,18994
Harvey Station,2018,14198
Hastings,2006,115190
Hastings,2018,4998
Hatchet Lake,2018,12618
Hatchet Lake,2019,25985
Hatfield Point,2018,9341
Hatfield Point,2019,8917
Hatley,2018,3060
Hatley,2019,7000
"Hatzic, Mission",2018,12144
Haut-Lameque,2018,1577
Haut-Lamèque,2019,1610
Haut-Madawaska,2018,1577
Haut-Madawaska,2019,10036
Haut-Rivière-du-Portage,2018,4016
Haute-Aboujagane,2018,1802
Haute-Aboujagane,2019,5000
Havelock,2007,90131
Havelock,2008,390888
Havelock,2009,498996
Havelock,2010,656022
Havelock,2011,306116
Havelock,2015,25237
Havelock,2018,14314
Havelock,2019,10670
"Havelock, Ontario",2017,41000
Havre Boucher,2018,3436
Havre Boucher,2019,4999
Havre-Aubert,2018,23469
Havre-Aubert,2019,31872
Havre-Saint-Pierre,2018,23925
Havre-Saint-Pierre,2019,66804
Havre-aux-Maisons,2018,8647
Havre-aux-Maisons,2019,14798
Hawarden,2018,987
Hawke's Bay,2019,11901
Hawkes Bay,2018,8316
Hawkesbury,2008,141901
Hawkesbury,2013,475957
Hawkesbury,2015,50000
Hawkesbury,2018,66495
"Hawkesbury, Ontario",2018,851887
Hay Lakes,2018,7418
Hay Lakes,2019,4095
Hay River,2018,178346
Hay River,2019,215590
"Hay River, Northwest Territories|Hay River, Territoires du Nord-Ouest",2017,1392452
"Hay River, Northwest Territories|Hay River, Territoires du Nord-Ouest",2018,50000
Hays,2018,3709
Hays,2019,4777
Hazelton,2006,125418
Hazelton,2008,80332
Hazelton,2010,117415
Hazelton,2012,99313
Hazelton,2013,99303
Hazelton,2018,38891
Hazelton,2019,52434
Hazlet,2018,6995
Hazlet,2019,12099
Head of Chezzetcook,2007,77027
Head of Chezzetcook,2008,46184
Head of Chezzetcook,2009,28896
Head of Chezzetcook,2018,2640
Head of Jeddore,2018,2860
Head of Jeddore,2019,2776
Head of Millstream,2018,1802
Head of Millstream,2019,1840
Head of St. Margaret's Bay,2019,1388
Headingley,2006,38326
Headingley,2007,55046
Headingley,2011,39345
Headingley,2012,37795
Headingley,2013,35997
Headingley,2018,34849
Headingley,2019,254557
"Headingley, Manitoba",2017,45000
Headlingley,2019,3686
Hearst,2010,140805
Hearst,2018,42027
Heart's Content,2018,16937
Heart's Content,2019,14956
Heart's Delight-Islington,2018,25370
Heart's Delight-Islington,2019,5346
Heart's Desire,2019,6110
Hearts Delight,2019,16038
Heatherton,2018,1005
Heatherton,2019,3611
Hebbs Cross,2018,1320
Hebbs Cross,2019,1388
Hebron,2010,100000
Hebron,2011,67737
Hebron,2012,68114
Hebron,2018,8056
Hebron,2019,16328
Heckmans Island,2019,1619
Hedley,2018,6901
Hedley,2019,8822
Heidelberg,2018,3360
Heinsburg,2018,3264
Heinsburg,2019,7875
Heisler,2018,1632
Heisler,2019,3600
Hemmingford,2018,11834
Hemmingford,2019,34536
Henryville,2018,7562
Henryville,2019,28954
Henvey Inlet First Nation,2018,6644
Hepburn,2015,37700
Hepburn,2018,3947
Hepburn,2019,17715
"Hepburn, Saskatchewan",2017,29000
Hepworth,2015,50000
Hepworth,2018,13440
Heriot Bay,2016,26677
Heriot Bay,2018,40581
Heriot Bay,2019,73560
Heritage Pointe,2018,6528
Heritage Pointe,2019,16800
Hermitage,2018,12947
Hermitage,2019,1197
Heron Bay,2016,28476
Heron Bay,2018,18985
Herring Cove,2018,1155
Herring Cove,2019,4483
Herring Neck,2018,1005
Herring Neck,2019,1368
Hersonville,2019,3680
Hiawatha,2018,15187
Hickman's Harbour,2019,1368
Hickman's Island,2019,1368
Hickson,2012,29657
High Level,2010,8869666
High Level,2018,32046
High Level,2019,29507
High Prairie,2007,26220
High Prairie,2008,31441
High Prairie,2009,69090
High Prairie,2010,60184
High Prairie,2011,30690
High Prairie,2012,29610
High Prairie,2013,69286
High Prairie,2014,40404
High Prairie,2018,78365
High Prairie,2019,47156
High River,2007,178496
High River,2012,65000
High River,2014,191964
High River,2015,187295
High River,2016,204693
High River,2018,662284
High River,2019,120132
"High River, Alberta",2017,174643
"High River, Alberta",2018,27528
Hilden,2019,1619
Hillandale,2018,1971
Hillier,2018,14314
Hillier,2019,0
Hillsborough,2018,35583
Hillsborough,2019,57899
Hillsburgh,2016,25200
Hillsburgh,2018,51655
Hillsburgh,2019,62838
"Hillsburgh, Ontario",2017,26028
Hillsburn,2018,1540
Hillview,2019,20693
Hilton Beach,2011,35857
Hilton Beach,2018,6720
Hilton Beach,2019,3360
Hinchinbrooke,2019,11382
Hines Creek,2018,9051
Hines Creek,2019,16134
Hinton,2018,58380
Hinton,2019,115567
Hixon,2018,1520
Hixon,2019,1664
Hobbema,2006,552412
Hobbema,2008,220049
Hobbema,2009,174177
Hobbema,2010,20126869
Hobbema,2012,2040807
Hobbema,2014,1814700
Hoey,2019,2655
Holden,2018,2856
Holden,2019,3583
Holland,2018,9303
Holland,2019,13728
Holland Centre,2018,6720
Holland Landing,2018,10710
Holland Landing,2019,16779
Holstein,2018,1680
Holyrood,2018,40237
Holyrood,2019,833523
Homeville,2019,11349
Honey Harbour,2018,3797
Honfleur,2018,16054
Honfleur,2019,22934
Hope,2006,107680
Hope,2008,50000
Hope,2012,724662
Hope,2013,191160
Hope,2018,74935
Hope,2019,134990
Hope Paspébiac,2015,30000
Hope Town,2018,5377
Hope Town,2019,44942
"Hope, British Columbia|Hope, Colombie-Britannique",2017,27776
Hopewell Cape,2018,16779
Hopewell Cape,2019,17858
Hopewell Hill,2018,8727
Hopewell Hill,2019,11454
Hornby Island,2006,136344
Hornby Island,2007,140722
Hornby Island,2008,148747
Hornby Island,2010,127736
Hornby Island,2011,127790
Hornby Island,2013,142622
Hornby Island,2015,36810
Hornby Island,2018,25153
Hornby Island,2019,35732
Hornell Heights,2018,7594
Hornepayne,2018,3360
Hortonville,2019,3468
Horwood,2018,5600
Houston,2008,94152
Houston,2010,99557
Houston,2018,40855
Houston,2019,81040
Howden,2019,11572
Howick,2018,16414
Howick,2019,26936
Howley,2018,1005
Howley,2019,26368
Hoyt,2018,11044
Hoyt,2019,11301
Hubbards,2007,362143
Hubbards,2018,48084
Hubbards,2019,45889
Huberdeau,2018,1260
Huberdeau,2019,3500
Hubley,2018,4400
Hubley,2019,1388
Hudson,2018,76077
Hudson,2019,292134
Hudson Bay,2018,21812
Hudson Bay,2019,13870
Hudson's Hope,2018,6489
Hudson's Hope,2019,22361
Hull,2018,1260
Humber Valley Resort,2019,1368
Humboldt,2006,49096
Humboldt,2010,65933
Humboldt,2012,50000
Humboldt,2018,62461
Humboldt,2019,93149
"Humboldt, Saskatchewan",2017,40000
Hunter River,2008,50000
Hunter River,2018,78460
Hunter River,2019,73445
Huntingdon,2006,5700647
Huntingdon,2008,2846032
Huntingdon,2011,2700000
Huntingdon,2012,2700000
Huntingdon,2018,59698
Huntingdon,2019,12156477
Huntington,2009,2700000
Huntington,2010,2700000
Huntington,2014,8100000
Huntington,2018,6160
Huntington,2019,7222
Hunts Point,2018,1320
Huntsville,2011,30027
Huntsville,2016,54000
Huntsville,2018,26527
Huntsville,2019,20000
"Huntsville, Ontario",2017,50000
Huron-Bruce,2019,0
Hythe,2018,1632
Hythe,2019,4200
Hébertville,2018,28039
Hébertville,2019,54094
Hébertville-Station,2018,6120
Hébertville-Station,2019,37361
Hérouxville,2008,57343
Hérouxville,2018,40603
Hérouxville,2019,73820
ILE A LA CROSSE,2019,7182
INNISFAIL,2019,13756
INVERMERE,2019,7562
IQALUIT,2019,26025
Iberville,2014,37400
Igloolik,2019,6211
Ignace,2014,34036
Ignace,2018,6692
Ignace,2019,17580
Ilderton,2015,27052
Ilderton,2018,1680
Ilderton,2019,50000
"Ilderton, Ontario",2018,50000
Ile Des Chenes,2019,4374
Ile a la Crosse,2006,69723
Ile a la Crosse,2018,20494
Ile a la Crosse,2019,7182
Ile des Chenes,2018,21660
Ile-a-la Crosse,2019,1549
Ile-des-Chenes,2019,15206
Imperial,2018,1316
Imperial,2019,3097
Indian Bay,2018,10735
Indian Bay,2019,10597
Indian Harbour,2018,2860
Indian Harbour,2019,1619
Indian Head,2013,60903
Indian Head,2018,13088
Indian Head,2019,41132
"Indian Head, Saskatchewan",2017,30575
Indian Island,2019,22000
Indian Mountain,2018,1577
Indian River,2018,2940
Indian River,2019,0
Ingersoll,2009,25500
Ingersoll,2011,62550
Ingersoll,2014,45000
Ingersoll,2018,65274
Ingersoll,2019,14800
Ingleside,2018,5477
Inglis,2018,4441
Inglis,2019,8257
Ingonish,2011,27072
Ingonish,2018,13582
Ingonish,2019,17742
Ingonish Beach,2018,22932
Ingonish Beach,2019,13411
Ingramport,2018,1320
Inkerman,2006,76825
Inkerman,2007,45127
Inkerman,2018,10684
Inkerman,2019,10925
Innerkip,2011,35924
Innerkip,2018,11760
Innerkip,2019,75545
Innisfail,2006,243332
Innisfail,2007,241119
Innisfail,2008,281946
Innisfail,2010,302228
Innisfail,2013,2812942
Innisfail,2014,31852
Innisfail,2018,36943
Innisfail,2019,2570387
Innisfil,2016,121227
Innisfil,2018,124301
Innisfil,2019,25000
"Innisfil, Ontario",2017,104642
Innisfree,2018,4896
Innisfree,2019,9900
Intervale,2018,3604
Intervale,2019,1840
Inuvik,2006,100000
Inuvik,2007,451277
Inuvik,2009,7179285
Inuvik,2010,10367391
Inuvik,2018,71611
Inuvik,2019,624733
"Inuvik, Northwest Territories|Inuvik, Territoires du Nord-Ouest",2017,5246734
"Inuvik, Northwest Territories|Inuvik, Territoires du Nord-Ouest",2018,31542
Inverary,2018,3360
Invermay,2019,3998
Invermere,2018,54657
Invermere,2019,66980
Inverness,2015,50000
Inverness,2018,43228
Inverness,2019,88921
Inverness County,2018,3850
Inverness county,2018,3436
"Inverness, Nova Scotia|Inverness, Nouvelle-Écosse",2018,50000
Inwood,2018,1340
Iona,2018,23340
Iona,2019,29606
Iqaluit,2006,667633
Iqaluit,2007,964410
Iqaluit,2008,334000
Iqaluit,2009,3495017
Iqaluit,2010,21354316
Iqaluit,2011,997075
Iqaluit,2012,2525055
Iqaluit,2013,346016
Iqaluit,2014,4913227
Iqaluit,2016,156059
Iqaluit,2017,187006
Iqaluit,2018,1340570
Iqaluit,2019,9546717
"Iqaluit, Nunavut",2017,9146806
"Iqaluit, Nunavut",2018,3820114
Iqualuit,2011,550989
Irishtown,2008,29000
Irishtown,2018,1802
Irishtown-Summerside,2019,6874
Irlande,2019,6830
Irma,2019,4305
Iron Bridge,2018,14752
Iron Mines,2018,10308
Iron Mines,2019,17222
Iron Springs,2018,6528
Iroquois,2011,65000
Iroquois,2018,5040
Iroquois,2019,246700
Iroquois Falls,2018,34173
Irricana,2018,6973
Irricana,2019,8745
Irvine,2018,1632
Isaac's Harbour,2019,3611
Isaacs Harbour,2018,3436
Iskut,2019,8822
Isle aux Morts,2018,21211
Isle aux Morts,2019,51171
Isle-Aux-Allumettes,2019,7968
Isle-aux-Coudres,2018,21095
Isle-aux-Grues,2019,3500
Isle-aux-coudres,2015,30000
Islington,2018,1005
Islington,2019,1368
Issoudun,2019,10500
Ituna,2018,10699
Ituna,2019,12350
Ivry-sur-le-Lac,2018,3706
Ivry-sur-le-Lac,2019,9500
JASPER,2019,11078
Jackson's Arm,2018,3048
Jackson's Arm,2019,3055
Jackson's Point,2008,33279
Jackson's Point,2009,30468
Jacksons Point,2008,39813
Jacksons Point,2009,41102
Jacksons Point,2010,72589
Jacksons Point,2013,25076
Jacksons Point,2016,32484
Jacksons Point,2018,45563
"Jacksons Point, Ontario",2017,35556
Jacksonville,2018,1622
Jacksonville,2019,4816
Janetville,2018,12852
Janville,2018,3514
Jarvis,2018,6720
Jasper,2018,40949
Jasper,2019,46478
Jeffrey's,2018,23884
Jeffrey's,2019,30859
Jemseg,2018,3514
Jemseg,2019,3596
Jerseyville,2018,32592
Jobs Cove,2018,5971
Joe Batt's Arm,2018,5972
Joe Batt's Arm-Barr'd Islands-Shoal Bay ,2018,9020
Joe Batts Arm,2019,17759
Joggins,2018,6736
Joggins,2019,7932
Johnston Point,2018,1802
Johnstown,2018,1680
Johnville,2018,6842
Johnville,2019,15470
Joliette,2006,505117
Joliette,2007,563275
Joliette,2008,355859
Joliette,2009,545743
Joliette,2010,525121
Joliette,2011,673119
Joliette,2012,833655
Joliette,2013,442527
Joliette,2014,314834
Joliette,2015,173897
Joliette,2018,220196
Joliette,2019,1096061
"Joliette, Quebec|Joliette, Québec",2016,41844
"Joliette, Quebec|Joliette, Québec",2017,670111
Joly,2019,13762
Jonquiere,2018,10290
Jonquière,2006,527124
Jonquière,2007,431341
Jonquière,2008,373984
Jonquière,2009,423084
Jonquière,2010,492243
Jonquière,2011,149576
Jonquière,2012,385057
Jonquière,2013,221366
Jonquière,2014,209801
Jonquière,2015,159412
Jonquière,2016,581910
Jonquière,2018,445481
Jonquière,2019,1581805
"Jonquière, Quebec|Jonquière, Québec",2017,417646
Jonquière-Nord,2019,11556
Jordan Station,2018,48384
Jordan Station,2019,5880
Joussard,2018,3709
Joussard,2019,3072
Judique,2018,24666
Judique,2019,17850
Juniper,2018,7028
Juniper,2019,7192
KAHNAWAKE,2018,3294
KAHNAWAKE,2019,200000
KALEDEN,2019,1664
KAMLOOPS,2019,21830
KASLO,2019,1941
KELOWNA,2019,44186
KELVINGTON,2019,3078
KENTVILLE,2019,0
KEREMEOS,2019,5822
KILLARNEY,2019,3178
KITIMAT,2019,29908
KItchener,2018,11390
KYLE,2019,3097
Kaboul,2010,400000
Kagawong,2018,1680
Kahnawake,2010,55201408
Kahnawake,2011,1262821
Kahnawake,2012,8886071
Kahnawake,2014,2380000
Kahnawake,2015,354564
Kahnawake,2017,1508144
Kahnawake,2018,90986
Kahnawake,2019,169806
"Kahnawake, Quebec|Kahnawake, Québec",2017,1401619
Kakabeka Falls,2013,50000
Kakabeka Falls,2018,3360
Kaleden,2010,86208
Kaleden,2018,6901
Kaleden,2019,32208
Kaministiquia,2018,11391
Kamloops,2006,577163
Kamloops,2007,1603098
Kamloops,2008,926778
Kamloops,2009,597432
Kamloops,2010,14502058
Kamloops,2011,381233
Kamloops,2012,2882518
Kamloops,2013,1633873
Kamloops,2014,2925900
Kamloops,2015,445073
Kamloops,2016,358853
Kamloops,2018,486924
Kamloops,2019,3976497
"Kamloops, British Columbia|Kamloops, Colombie-Britannique",2016,89213
"Kamloops, British Columbia|Kamloops, Colombie-Britannique",2017,84060
"Kamloops, British Columbia|Kamloops, Colombie-Britannique",2018,45500
Kamouraska,2018,13177
Kamouraska,2019,36994
Kamploops,2014,50000
Kamsack,2006,47802
Kamsack,2007,48092
Kamsack,2008,98314
Kamsack,2009,88293
Kamsack,2010,119958
Kamsack,2012,89339
Kamsack,2018,2632
Kamsack,2019,76417
Kananaskis,2018,1632
Kananaskis,2019,6300
Kanata,2006,2473312
Kanata,2007,926000
Kanata,2008,148113
Kanata,2011,977716
Kanata,2012,550000
Kanata,2014,529880
Kanata,2016,244226
Kanata,2018,420695
Kanata,2019,436801
"Kanata, Ontario",2017,2812360
Kanesatake,2016,27445
Kanesatake,2018,524389
Kanesatake,2019,166578
Kapuskasing,2006,285899
Kapuskasing,2007,174493
Kapuskasing,2008,587924
Kapuskasing,2009,369849
Kapuskasing,2010,352542
Kapuskasing,2011,94858
Kapuskasing,2012,42635
Kapuskasing,2013,129361
Kapuskasing,2015,50000
Kapuskasing,2018,45644
Kapuskasing,2019,0
Kars,2019,1840
Kaslo,2018,11008
Kaslo,2019,48159
Kawawachikamach,2011,1989318
Kawawachikamach,2014,100000
Kazabazua,2015,28175
Kazabazua,2018,7412
Kazabazua,2019,261764
Kearney,2013,50000
Kedgwick,2006,35000
Kedgwick,2007,38484
Kedgwick,2018,29248
Kedgwick,2019,920690
Kedgwick River,2018,1577
Keels,2019,1368
Keene,2018,7157
Keewatin,2015,41000
Keewatin,2016,35595
Keewatin,2018,18111
Keewatin,2019,0
Keewaywin,2018,13440
Keg River,2019,24500
Kehewin,2007,210152
Kelliher,2018,5678
Kelliher,2019,6855
Kelly's Cross,2011,66183
Kelona,2011,41913
Kelowna,2006,738859
Kelowna,2007,1828058
