,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
1414,235-2018-2019-Q2-00005,2712270 Manitoba Ltd.,Russell,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,Growing the Market for PurFlax Ingredients,CAP-AMPS-029,50000,8/9/18,3/31/19,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1413,235-2018-2019-Q2-00004,1426828 Ontario Inc.,Mississauga,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,2018 U.S. Market Expansion Projet,CAP-AMPS-027,50000,8/9/18,9/16/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2792,235-2019-2020-Q2-00047,Ice Age Glacial Water Corporation,Delta,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers.,Ice Age Marketing Campaing,CAP-AMPS-199,49437,4/18/19,3/31/20,The objective of the project is for Ice Age Glacial Water to market their product in the United States and in South Korea by attending a trade show and using in-market expertise.,"This project will help to differentiate their products internationally, and expand their market. ",,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1421,235-2018-2019-Q2-00011,Jumping Bean Coffee Inc.,Mount Pearl,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,Jumping Bean Coffee Marketing and Export Development,CAP-AMPS-001,21000,9/21/18,8/31/19,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2794,235-2019-2020-Q2-00048,"Alberta Rhodiola Rosea Growers Organization NCG, Inc.",Thorsby,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers.,Supply Side West Tradeshow 2019 Exhibit for ARRGO,CAP-AMPS-201,8700,4/29/19,12/31/19,The objective of this project is for the Alberta Rhodiola Rosea Growers Organization Inc. to exhibit at the Supply Side West trade show in order to connect with current customers and expand their customer base. The particular aim is to sell the current inventory and secure sales for the upcoming Fall 2019 harvest.,"This project will help to differentiate their products internationally, and expand their market. ",,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1357,235-2018-2019-Q2-00013,Pacific Rim Shellfish (2003)Corp.,Vancouver,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,"FHC-Korea May 1-3, 2018",CAP-AMPS-033,1563,8/29/18,5/5/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1352,235-2018-2019-Q2-00007,Bosco and Roxy's Inc.,London,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,Pet-ECRM,CAP-AMPS-005,13457,7/30/18,5/2/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1345,235-2018-2019-Q3-00029,Coastline Market Inc.,Vacouver,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,South Korea Export Expansion,CAP-AMPS-028,4163,4/6/18,11/30/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1283,235-2018-2019-Q2-00014,Pelee Island Winery (Canada),Kingville,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,China International Import Expo 2018,CAP-AMPS-034,4713,8/13/18,11/10/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1219,235-2018-2019-Q3-00027,Big Mountain Foods,Vancouver,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,USA Competitive Export Execution Strategy 2018-2020,CAP-AMPS-045,100000,4/23/18,10/31/19,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1127,235-2018-2019-Q3-00028,Bosco and Roxy's Inc.,London,AgriMarketing Program: Small and Medium-sized Enterprise (SME),AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,Pet-ECRM,CAP-AMPS-005,13457,4/1/18,5/2/18,AgriMarketing Program - Small and Medium-sized Enterprises component - help industry increase and diversify exports by supporting promotional activities that differentiate Canadian products and producers,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
